score,plaintext,segment,h,step,key
36.50,ATHERNAMECHAM, SHAPE TADH T,11x?,(2, 5),{' ': 'A', 'S': 'T', 'H': 'H', 'A': 'E', 'P': 'R', 'E': 'N', 'T': 'M', 'D': 'C'}
36.68,SINITSATIONST,HOTOYHCYODTHY,19x?,(1, 2),{'H': 'S', 'O': 'I', 'T': 'N', 'Y': 'T', 'C': 'A', 'D': 'O'}
36.78,NYINTHEINSINI,OCNOVBENOFNON,19x?,(1, 4),{'O': 'N', 'C': 'Y', 'N': 'I', 'V': 'T', 'B': 'H', 'E': 'E', 'F': 'S'}
37.00,YDETRANDTHEYD,ARITNGPRTLIAR,11x?,(2, 5),{'A': 'Y', 'R': 'D', 'I': 'E', 'T': 'T', 'N': 'R', 'G': 'A', 'P': 'N', 'L': 'H'}
37.10,LEDINTHEIRDLE,HETSDOAES THE,22x?,(2, 3),{'H': 'L', 'E': 'E', 'T': 'D', 'S': 'I', 'D': 'N', 'O': 'T', 'A': 'H', ' ': 'R'}
37.12,MHERETHERCEME,HRETESRETOEHE,17x?,(2, 3),{'H': 'M', 'R': 'H', 'E': 'E', 'T': 'R', 'S': 'T', 'O': 'C'}
37.13,GENDASANDINGN,TAEIRFREILETE,20x?,(1, 4),{'T': 'G', 'A': 'E', 'E': 'N', 'I': 'D', 'R': 'A', 'F': 'S', 'L': 'I'}
37.28,CHEEARTHERECH,HINN ATINANHI,22x?,(2, 3),{'H': 'C', 'I': 'H', 'N': 'E', ' ': 'A', 'A': 'R', 'T': 'T'}
37.78,TESTERWATESTA,TAETADLHTAETH,11x?,(1, 2),{'T': 'T', 'A': 'E', 'E': 'S', 'D': 'R', 'L': 'W', 'H': 'A'}
37.95,PLETERCETHEPE,AWHSHOEHSTHAH,17x?,(2, 3),{'A': 'P', 'W': 'L', 'H': 'E', 'S': 'T', 'O': 'R', 'E': 'C', 'T': 'H'}
37.98,SONERETHEENSH,LINRCRPORRNLO,11x?,(1, 4),{'L': 'S', 'I': 'O', 'N': 'N', 'R': 'E', 'C': 'R', 'P': 'T', 'O': 'H'}
37.99,DENCHARECONDE,FDIOPAHDOLIFD,11x?,(2, 5),{'F': 'D', 'D': 'E', 'I': 'N', 'O': 'C', 'P': 'H', 'A': 'A', 'H': 'R', 'L': 'O'}
38.06,ULDTHERATEDUA, IHTEOANTOH N,11x?,(1, 3),{' ': 'U', 'I': 'L', 'H': 'D', 'T': 'T', 'E': 'H', 'O': 'E', 'A': 'R', 'N': 'A'}
38.19,ADESECONSTEAN,OTSHSERUHISOU,24x?,(1, 2),{'O': 'A', 'T': 'D', 'S': 'E', 'H': 'S', 'E': 'C', 'R': 'O', 'U': 'N', 'I': 'T'}
38.21,STEACONTATEST,IOTL EAOLOTIO,22x?,(2, 3),{'I': 'S', 'O': 'T', 'T': 'E', 'L': 'A', ' ': 'C', 'E': 'O', 'A': 'N'}
38.27,RMETENDSTHERS, IORODSTRCO T,11x?,(1, 4),{' ': 'R', 'I': 'M', 'O': 'E', 'R': 'T', 'D': 'N', 'S': 'D', 'T': 'S', 'C': 'H'}
38.29,RFEEDTHEEVERE,ATEEKUHEEOEAE,11x?,(2, 3),{'A': 'R', 'T': 'F', 'E': 'E', 'K': 'D', 'U': 'T', 'H': 'H', 'O': 'V'}
38.35,NSEANDHEARENE,STAES OAERASA,15x?,(1, 4),{'S': 'N', 'T': 'S', 'A': 'E', 'E': 'A', ' ': 'D', 'O': 'H', 'R': 'R'}
38.36,SEARLOWEREASE,UHNOFIAHOHNUH,11x?,(2, 5),{'U': 'S', 'H': 'E', 'N': 'A', 'O': 'R', 'F': 'L', 'I': 'O', 'A': 'W'}
38.39,TERTHREETARTE,HEAHNAEEHCAHE,15x?,(2, 5),{'H': 'T', 'E': 'E', 'A': 'R', 'N': 'H', 'C': 'A'}
38.40,SEETRICETHESE,BIIEWOAIEFIBI,11x?,(2, 5),{'B': 'S', 'I': 'E', 'E': 'T', 'W': 'R', 'O': 'I', 'A': 'C', 'F': 'H'}
38.43,GANDWOMEDINGE, BERDIOARTE A,11x?,(1, 3),{' ': 'G', 'B': 'A', 'E': 'N', 'R': 'D', 'D': 'W', 'I': 'O', 'O': 'M', 'A': 'E', 'T': 'I'}
38.43,WINTHISITINWI,SEDAWETEAEDSE,11x?,(2, 5),{'S': 'W', 'E': 'I', 'D': 'N', 'A': 'T', 'W': 'H', 'T': 'S'}
38.44,AGEEINTHEREAH, NEEUDOTEIE T,11x?,(1, 2),{' ': 'A', 'N': 'G', 'E': 'E', 'U': 'I', 'D': 'N', 'O': 'T', 'T': 'H', 'I': 'R'}
38.46,RIESALLISHERI,RTSHN  THESRT,22x?,(2, 3),{'R': 'R', 'T': 'I', 'S': 'E', 'H': 'S', 'N': 'A', ' ': 'L', 'E': 'H'}
38.46,NIANDELINGANI,ESHEOUASECHES,11x?,(2, 5),{'E': 'N', 'S': 'I', 'H': 'A', 'O': 'D', 'U': 'E', 'A': 'L', 'C': 'G'}
38.50,CIENTTHINDECI,RTIE  GTENIRT,22x?,(2, 3),{'R': 'C', 'T': 'I', 'I': 'E', 'E': 'N', ' ': 'T', 'G': 'H', 'N': 'D'}
38.54,NTEREAMERGENE,AWHSHOEHSTHAH,17x?,(2, 3),{'A': 'N', 'W': 'T', 'H': 'E', 'S': 'R', 'O': 'A', 'E': 'M', 'T': 'G'}
38.61,HITESTOBERTHB,ASLMFLWIMDLAI,20x?,(1, 2),{'A': 'H', 'S': 'I', 'L': 'T', 'M': 'E', 'F': 'S', 'W': 'O', 'I': 'B', 'D': 'R'}
38.63,DMENTANANCEDA,OBATDLTLTEAOL,22x?,(1, 2),{'O': 'D', 'B': 'M', 'A': 'E', 'T': 'N', 'D': 'T', 'L': 'A', 'E': 'C'}
38.71,ERHOMEPROTHER,AIHDOASIDEHAI,11x?,(2, 5),{'A': 'E', 'I': 'R', 'H': 'H', 'D': 'O', 'O': 'M', 'S': 'P', 'E': 'T'}
38.75,ETHERTATECHET,NOLNHOAONTLNO,11x?,(2, 5),{'N': 'E', 'O': 'T', 'L': 'H', 'H': 'R', 'A': 'A', 'T': 'C'}
38.76,RDERSTFORMERO,EBTENOSIE TEI,20x?,(1, 2),{'E': 'R', 'B': 'D', 'T': 'E', 'N': 'S', 'O': 'T', 'S': 'F', 'I': 'O', ' ': 'M'}
38.77,HESONAMEONSHE,AWNFECUWFENAW,11x?,(2, 5),{'A': 'H', 'W': 'E', 'N': 'S', 'F': 'O', 'E': 'N', 'C': 'A', 'U': 'M'}
38.78,DANSHEDASANDA,NIATDUNITIANI,11x?,(2, 5),{'N': 'D', 'I': 'A', 'A': 'N', 'T': 'S', 'D': 'H', 'U': 'E'}
38.80,NDITHEEDTHIND,URFLOHHRLOFUR,11x?,(2, 5),{'U': 'N', 'R': 'D', 'F': 'I', 'L': 'T', 'O': 'H', 'H': 'E'}
38.80,TIONMANINGOTI,OAINTMNANUIOA,24x?,(1, 3),{'O': 'T', 'A': 'I', 'I': 'O', 'N': 'N', 'T': 'M', 'M': 'A', 'U': 'G'}
38.81,ONTESATTENTOT, HEIGAEEIHE E,22x?,(2, 5),{' ': 'O', 'H': 'N', 'E': 'T', 'I': 'E', 'G': 'S', 'A': 'A'}
38.84,ORHEANDRESHOR,GTSE IPTEDSGT,22x?,(2, 3),{'G': 'O', 'T': 'R', 'S': 'H', 'E': 'E', ' ': 'A', 'I': 'N', 'P': 'D', 'D': 'S'}
38.84,BLETERIOTHEBO,IEOAOMNTAHOIT,19x?,(1, 4),{'I': 'B', 'E': 'L', 'O': 'E', 'A': 'T', 'M': 'R', 'N': 'I', 'T': 'O', 'H': 'H'}
38.88,MENDOTHEDONME,GOWAEHMOAEWGO,11x?,(2, 5),{'G': 'M', 'O': 'E', 'W': 'N', 'A': 'D', 'E': 'O', 'H': 'T', 'M': 'H'}
38.90,OFTERMALEDTOL,IFRHAEOSHNRIS,21x?,(1, 2),{'I': 'O', 'F': 'F', 'R': 'T', 'H': 'E', 'A': 'R', 'E': 'M', 'O': 'A', 'S': 'L', 'N': 'D'}
38.91,REHEDTHEETHRE,LETEISTEESTLE,11x?,(2, 5),{'L': 'R', 'E': 'E', 'T': 'H', 'I': 'D', 'S': 'T'}
38.93,HETOSAVEOFTHE,ARITNGPRTLIAR,11x?,(2, 5),{'A': 'H', 'R': 'E', 'I': 'T', 'T': 'O', 'N': 'S', 'G': 'A', 'P': 'V', 'L': 'F'}
38.95,NMANTAKINGANI,INTIGTAWIRTIW,13x?,(1, 2),{'I': 'N', 'N': 'M', 'T': 'A', 'G': 'T', 'A': 'K', 'W': 'I', 'R': 'G'}
38.96,GANDARRADINGA,MAOIA  AIGOMA,22x?,(2, 3),{'M': 'G', 'A': 'A', 'O': 'N', 'I': 'D', ' ': 'R', 'G': 'I'}
38.97,ETHEWOULESHEL,OTEOFCSHOREOH,20x?,(1, 4),{'O': 'E', 'T': 'T', 'E': 'H', 'F': 'W', 'C': 'O', 'S': 'U', 'H': 'L', 'R': 'S'}
38.99,PGETHALLTHEPL,DU NLOEENL DE,15x?,(2, 3),{'D': 'P', 'U': 'G', ' ': 'E', 'N': 'T', 'L': 'H', 'O': 'A', 'E': 'L'}
39.09,THATTUNDTHATD,EOHEERASEOHES,20x?,(1, 3),{'E': 'T', 'O': 'H', 'H': 'A', 'R': 'U', 'A': 'N', 'S': 'D'}
39.11,PERATTHEAIRPE,TNFUEEHNUDFTN,11x?,(2, 5),{'T': 'P', 'N': 'E', 'F': 'R', 'U': 'A', 'E': 'T', 'H': 'H', 'D': 'I'}
39.13,THATTIMATEATA,ELOEESAOEWOEO,20x?,(1, 3),{'E': 'T', 'L': 'H', 'O': 'A', 'S': 'I', 'A': 'M', 'W': 'E'}
39.19,BOTHEADTHATBT,I HEMOAHEOHIH,19x?,(1, 3),{'I': 'B', ' ': 'O', 'H': 'T', 'E': 'H', 'M': 'E', 'O': 'A', 'A': 'D'}
39.20,SSEASONSATESS,NNOINSTNIEONN,11x?,(2, 5),{'N': 'S', 'O': 'E', 'I': 'A', 'S': 'O', 'T': 'N', 'E': 'T'}
39.22,ITTEDOFTENTIT,HSSIL NSIPSHS,11x?,(2, 5),{'H': 'I', 'S': 'T', 'I': 'E', 'L': 'D', ' ': 'O', 'N': 'F', 'P': 'N'}
39.23,RHEIRESSIVERS,EHRMERAAMIREA,20x?,(1, 4),{'E': 'R', 'H': 'H', 'R': 'E', 'M': 'I', 'A': 'S', 'I': 'V'}
39.24,VERTHORETERVE,RDNHMTNDHDNRD,11x?,(2, 5),{'R': 'V', 'D': 'E', 'N': 'R', 'H': 'T', 'M': 'H', 'T': 'O'}
39.24,RMARYTHERCARE,ERHEITGDE HED,20x?,(2, 5),{'E': 'R', 'R': 'M', 'H': 'A', 'I': 'Y', 'T': 'T', 'G': 'H', 'D': 'E', ' ': 'C'}
39.26,OMETEWANTHEON,IEOAOMNTAHOIT,20x?,(1, 4),{'I': 'O', 'E': 'M', 'O': 'E', 'A': 'T', 'M': 'W', 'N': 'A', 'T': 'N', 'H': 'H'}
39.27,OCTEDATTENTOT, MEOVAEEOCE E,11x?,(1, 3),{' ': 'O', 'M': 'C', 'E': 'T', 'O': 'E', 'V': 'D', 'A': 'A', 'C': 'N'}
39.28,OTHEHISTEPHOT,LDATAGCDTMALD,11x?,(2, 5),{'L': 'O', 'D': 'T', 'A': 'H', 'T': 'E', 'G': 'I', 'C': 'S', 'M': 'P'}
39.33,SRINALLANDISA,ESTINOONILTEN,15x?,(1, 2),{'E': 'S', 'S': 'R', 'T': 'I', 'I': 'N', 'N': 'A', 'O': 'L', 'L': 'D'}
39.34,EARTEDEATOREA,IDATI IDTFAID,11x?,(2, 5),{'I': 'E', 'D': 'A', 'A': 'R', 'T': 'T', ' ': 'D', 'F': 'O'}
39.35,NTSHEMETHESNT,BAUTEMEATEUBA,11x?,(2, 5),{'B': 'N', 'A': 'T', 'U': 'S', 'T': 'H', 'E': 'E', 'M': 'M'}
39.37,BANDTHANDONBN, AEHRMAEHOE E,11x?,(1, 2),{' ': 'B', 'A': 'A', 'E': 'N', 'H': 'D', 'R': 'T', 'M': 'H', 'O': 'O'}
39.38,OSTATEDMARTOM,HTN NFSA PNHA,11x?,(2, 3),{'H': 'O', 'T': 'S', 'N': 'T', ' ': 'A', 'F': 'E', 'S': 'D', 'A': 'M', 'P': 'R'}
39.39,VEINANCENSIVE,NSHOCOTSOMHNS,11x?,(2, 5),{'N': 'V', 'S': 'E', 'H': 'I', 'O': 'N', 'C': 'A', 'T': 'C', 'M': 'S'}
39.39,EFREEDTHEYREH,ETOEE BAELOEA,11x?,(1, 3),{'E': 'E', 'T': 'F', 'O': 'R', ' ': 'D', 'B': 'T', 'A': 'H', 'L': 'Y'}
39.41,DMENTSWANTEDA,LI COEHWCO LW,15x?,(2, 3),{'L': 'D', 'I': 'M', ' ': 'E', 'C': 'N', 'O': 'T', 'E': 'S', 'H': 'W', 'W': 'A'}
39.43,DMINTREENSIDE,PRHA IEEASHPE,21x?,(2, 3),{'P': 'D', 'R': 'M', 'H': 'I', 'A': 'N', ' ': 'T', 'I': 'R', 'E': 'E', 'S': 'S'}
39.44,BETRINTERSTBE,IATODHTAONTIA,11x?,(2, 5),{'I': 'B', 'A': 'E', 'T': 'T', 'O': 'R', 'D': 'I', 'H': 'N', 'N': 'S'}
39.46,NCETSTONTHENN,EFRNINCENHREE,24x?,(1, 4),{'E': 'N', 'F': 'C', 'R': 'E', 'N': 'T', 'I': 'S', 'C': 'O', 'H': 'H'}
39.47,WOSELYTHERSWH,OHTEPIS EWTO ,11x?,(2, 3),{'O': 'W', 'H': 'O', 'T': 'S', 'E': 'E', 'P': 'L', 'I': 'Y', 'S': 'T', ' ': 'H', 'W': 'R'}
39.48,DMEANDITALEDT,RSH IRDN WHRN,11x?,(2, 3),{'R': 'D', 'S': 'M', 'H': 'E', ' ': 'A', 'I': 'N', 'D': 'I', 'N': 'T', 'W': 'L'}
39.49,FROMONTIMEOFI, WRERSLHEGR H,11x?,(2, 5),{' ': 'F', 'W': 'R', 'R': 'O', 'E': 'M', 'S': 'N', 'L': 'T', 'H': 'I', 'G': 'E'}
39.49,OUTEREDRENTOR, DBNENHENTB E,11x?,(2, 5),{' ': 'O', 'D': 'U', 'B': 'T', 'N': 'E', 'E': 'R', 'H': 'D', 'T': 'N'}
39.50,INSEASEVERSIV,IHRNERNSNORIS,22x?,(1, 2),{'I': 'I', 'H': 'N', 'R': 'S', 'N': 'E', 'E': 'A', 'S': 'V', 'O': 'R'}
39.51,SLATIMESTOASS,ADHTSGKATIHAA,24x?,(2, 5),{'A': 'S', 'D': 'L', 'H': 'A', 'T': 'T', 'S': 'I', 'G': 'M', 'K': 'E', 'I': 'O'}
39.51,LASTARTATISLA,WEMOEAOEO MWE,22x?,(2, 3),{'W': 'L', 'E': 'A', 'M': 'S', 'O': 'T', 'A': 'R', ' ': 'I'}
39.54,NEORGAMERSONE,AIHEO TIEGHAI,22x?,(2, 3),{'A': 'N', 'I': 'E', 'H': 'O', 'E': 'R', 'O': 'G', ' ': 'A', 'T': 'M', 'G': 'S'}
39.55,SHADEMANDWASN, TENOHEANIE A,11x?,(1, 3),{' ': 'S', 'T': 'H', 'E': 'A', 'N': 'D', 'O': 'E', 'H': 'M', 'A': 'N', 'I': 'W'}
39.56,ETHATMETATHET,USNESKUSESNUS,11x?,(2, 5),{'U': 'E', 'S': 'T', 'N': 'H', 'E': 'A', 'K': 'M'}
39.56,EPENTHERNMEER,TNTR ITERFTTE,15x?,(1, 3),{'T': 'E', 'N': 'P', 'R': 'N', ' ': 'T', 'I': 'H', 'E': 'R', 'F': 'M'}
39.57,EDHASAMEATHEE,E ISOSAESBIEE,19x?,(1, 2),{'E': 'E', ' ': 'D', 'I': 'H', 'S': 'A', 'O': 'S', 'A': 'M', 'B': 'T'}
39.62,CKINGREENDICE,EDONTLHHNMOEH,20x?,(2, 5),{'E': 'C', 'D': 'K', 'O': 'I', 'N': 'N', 'T': 'G', 'L': 'R', 'H': 'E', 'M': 'D'}
39.64,OFTINTININTON,ESORAORARAOEA,19x?,(1, 4),{'E': 'O', 'S': 'F', 'O': 'T', 'R': 'I', 'A': 'N'}
39.64,YRESTHERSLEYR,GIAEH AIESAGI,22x?,(2, 3),{'G': 'Y', 'I': 'R', 'A': 'E', 'E': 'S', 'H': 'T', ' ': 'H', 'S': 'L'}
39.65,PEDANCREANDPE,H ISTAN STIH ,11x?,(2, 5),{'H': 'P', ' ': 'E', 'I': 'D', 'S': 'A', 'T': 'N', 'A': 'C', 'N': 'R'}
39.65,TUNTRALSTANTS,NUGNLTYENTGNE,19x?,(1, 2),{'N': 'T', 'U': 'U', 'G': 'N', 'L': 'R', 'T': 'A', 'Y': 'L', 'E': 'S'}
39.67,EPTIMEADINTED,OKIAEO TAGIOT,11x?,(2, 3),{'O': 'E', 'K': 'P', 'I': 'T', 'A': 'I', 'E': 'M', ' ': 'A', 'T': 'D', 'G': 'N'}
39.70,REASOPERSHARR,EOSN AOENISEE,11x?,(2, 3),{'E': 'R', 'O': 'E', 'S': 'A', 'N': 'S', ' ': 'O', 'A': 'P', 'I': 'H'}
39.70,HETROMMERSTHE,AHOMW  HMIOAH,22x?,(2, 3),{'A': 'H', 'H': 'E', 'O': 'T', 'M': 'R', 'W': 'O', ' ': 'M', 'I': 'S'}
39.73,NKESTTHESPENE,OHLB  ILBTLOL,21x?,(1, 2),{'O': 'N', 'H': 'K', 'L': 'E', 'B': 'S', ' ': 'T', 'I': 'H', 'T': 'P'}
39.74,ITTHEYOTHATIT,DEE FHRE OEDE,11x?,(2, 5),{'D': 'I', 'E': 'T', ' ': 'H', 'F': 'E', 'H': 'Y', 'R': 'O', 'O': 'A'}
39.74,NPINSOMENTINE,HRNHWYSOHDNHO,20x?,(1, 2),{'H': 'N', 'R': 'P', 'N': 'I', 'W': 'S', 'Y': 'O', 'S': 'M', 'O': 'E', 'D': 'T'}
39.77,ILDISONTINDIT,EL ETNIAEI EA,15x?,(2, 3),{'E': 'I', 'L': 'L', ' ': 'D', 'T': 'S', 'N': 'O', 'I': 'N', 'A': 'T'}
39.78,ENHEAVERESHER,EDKEOSELECKEL,19x?,(1, 4),{'E': 'E', 'D': 'N', 'K': 'H', 'O': 'A', 'S': 'V', 'L': 'R', 'C': 'S'}
39.79,THTHEYSTHETTT,EDEDTMHEDTEEE,24x?,(2, 5),{'E': 'T', 'D': 'H', 'T': 'E', 'M': 'Y', 'H': 'S'}
39.80,THTHEFATHETTT,EDEDTMHEDTEEE,24x?,(2, 5),{'E': 'T', 'D': 'H', 'T': 'E', 'M': 'F', 'H': 'A'}
39.81,ORIESWEREVIOR,TSHALYASAFHTS,11x?,(2, 5),{'T': 'O', 'S': 'R', 'H': 'I', 'A': 'E', 'L': 'S', 'Y': 'W', 'F': 'V'}
